@station,number,@load,@bikeflag,reachtime,index,station_id,routename,abbr,routeID,hexcolor,color,name,gtfs_latitude,gtfs_longitude,address,city,county,state,zipcode
CAST,12,0,1,22,35,2,Daly City to Dublin/Pleasanton,DALY-DUBL,ROUTE 12,#0099CC,BLUE,Castro Valley,37.690746,-122.075602,3301 Norbridge Dr.,Castro Valley,alameda,CA,94546
CIVC,1,0,1,5,1,18,Antioch to SFIA/Millbrae,ANTC-SFIA,ROUTE 1,#FFFF33,YELLOW,Civic Center/UN Plaza,37.779732,-122.414123,1150 Market Street,San Francisco,sanfrancisco,CA,94102
CIVC,1,0,1,5,2,14,Antioch to SFIA/Millbrae,ANTC-SFIA,ROUTE 1,#FFFF33,YELLOW,Civic Center/UN Plaza,37.779732,-122.414123,1150 Market Street,San Francisco,sanfrancisco,CA,94102
CIVC,1,0,1,6,3,18,Antioch to SFIA/Millbrae,ANTC-SFIA,ROUTE 1,#FFFF33,YELLOW,Civic Center/UN Plaza,37.779732,-122.414123,1150 Market Street,San Francisco,sanfrancisco,CA,94102
CIVC,1,0,1,6,4,18,Antioch to SFIA/Millbrae,ANTC-SFIA,ROUTE 1,#FFFF33,YELLOW,Civic Center/UN Plaza,37.779732,-122.414123,1150 Market Street,San Francisco,sanfrancisco,CA,94102
CIVC,1,0,1,7,5,18,Antioch to SFIA/Millbrae,ANTC-SFIA,ROUTE 1,#FFFF33,YELLOW,Civic Center/UN Plaza,37.779732,-122.414123,1150 Market Street,San Francisco,sanfrancisco,CA,94102
CIVC,1,0,1,6,6,13,Antioch to SFIA/Millbrae,ANTC-SFIA,ROUTE 1,#FFFF33,YELLOW,Civic Center/UN Plaza,37.779732,-122.414123,1150 Market Street,San Francisco,sanfrancisco,CA,94102
CIVC,1,0,1,7,7,18,Antioch to SFIA/Millbrae,ANTC-SFIA,ROUTE 1,#FFFF33,YELLOW,Civic Center/UN Plaza,37.779732,-122.414123,1150 Market Street,San Francisco,sanfrancisco,CA,94102
CIVC,1,0,1,7,8,13,Antioch to SFIA/Millbrae,ANTC-SFIA,ROUTE 1,#FFFF33,YELLOW,Civic Center/UN Plaza,37.779732,-122.414123,1150 Market Street,San Francisco,sanfrancisco,CA,94102
CIVC,1,0,1,8,9,18,Antioch to SFIA/Millbrae,ANTC-SFIA,ROUTE 1,#FFFF33,YELLOW,Civic Center/UN Plaza,37.779732,-122.414123,1150 Market Street,San Francisco,sanfrancisco,CA,94102
CIVC,1,0,1,7,10,13,Antioch to SFIA/Millbrae,ANTC-SFIA,ROUTE 1,#FFFF33,YELLOW,Civic Center/UN Plaza,37.779732,-122.414123,1150 Market Street,San Francisco,sanfrancisco,CA,94102
CIVC,1,0,1,8,11,18,Antioch to SFIA/Millbrae,ANTC-SFIA,ROUTE 1,#FFFF33,YELLOW,Civic Center/UN Plaza,37.779732,-122.414123,1150 Market Street,San Francisco,sanfrancisco,CA,94102
CIVC,1,0,1,9,12,18,Antioch to SFIA/Millbrae,ANTC-SFIA,ROUTE 1,#FFFF33,YELLOW,Civic Center/UN Plaza,37.779732,-122.414123,1150 Market Street,San Francisco,sanfrancisco,CA,94102
CIVC,1,0,1,9,13,18,Antioch to SFIA/Millbrae,ANTC-SFIA,ROUTE 1,#FFFF33,YELLOW,Civic Center/UN Plaza,37.779732,-122.414123,1150 Market Street,San Francisco,sanfrancisco,CA,94102
CIVC,1,0,1,10,14,18,Antioch to SFIA/Millbrae,ANTC-SFIA,ROUTE 1,#FFFF33,YELLOW,Civic Center/UN Plaza,37.779732,-122.414123,1150 Market Street,San Francisco,sanfrancisco,CA,94102
CIVC,1,0,1,10,15,18,Antioch to SFIA/Millbrae,ANTC-SFIA,ROUTE 1,#FFFF33,YELLOW,Civic Center/UN Plaza,37.779732,-122.414123,1150 Market Street,San Francisco,sanfrancisco,CA,94102
CIVC,1,0,1,11,16,18,Antioch to SFIA/Millbrae,ANTC-SFIA,ROUTE 1,#FFFF33,YELLOW,Civic Center/UN Plaza,37.779732,-122.414123,1150 Market Street,San Francisco,sanfrancisco,CA,94102
CIVC,1,0,1,11,17,18,Antioch to SFIA/Millbrae,ANTC-SFIA,ROUTE 1,#FFFF33,YELLOW,Civic Center/UN Plaza,37.779732,-122.414123,1150 Market Street,San Francisco,sanfrancisco,CA,94102
CIVC,1,0,1,12,18,18,Antioch to SFIA/Millbrae,ANTC-SFIA,ROUTE 1,#FFFF33,YELLOW,Civic Center/UN Plaza,37.779732,-122.414123,1150 Market Street,San Francisco,sanfrancisco,CA,94102
CIVC,1,0,1,12,19,18,Antioch to SFIA/Millbrae,ANTC-SFIA,ROUTE 1,#FFFF33,YELLOW,Civic Center/UN Plaza,37.779732,-122.414123,1150 Market Street,San Francisco,sanfrancisco,CA,94102
CIVC,1,0,1,13,20,18,Antioch to SFIA/Millbrae,ANTC-SFIA,ROUTE 1,#FFFF33,YELLOW,Civic Center/UN Plaza,37.779732,-122.414123,1150 Market Street,San Francisco,sanfrancisco,CA,94102
CIVC,1,0,1,13,21,18,Antioch to SFIA/Millbrae,ANTC-SFIA,ROUTE 1,#FFFF33,YELLOW,Civic Center/UN Plaza,37.779732,-122.414123,1150 Market Street,San Francisco,sanfrancisco,CA,94102
CIVC,1,0,1,14,22,18,Antioch to SFIA/Millbrae,ANTC-SFIA,ROUTE 1,#FFFF33,YELLOW,Civic Center/UN Plaza,37.779732,-122.414123,1150 Market Street,San Francisco,sanfrancisco,CA,94102
CIVC,1,0,1,14,23,18,Antioch to SFIA/Millbrae,ANTC-SFIA,ROUTE 1,#FFFF33,YELLOW,Civic Center/UN Plaza,37.779732,-122.414123,1150 Market Street,San Francisco,sanfrancisco,CA,94102
CIVC,1,0,1,15,24,18,Antioch to SFIA/Millbrae,ANTC-SFIA,ROUTE 1,#FFFF33,YELLOW,Civic Center/UN Plaza,37.779732,-122.414123,1150 Market Street,San Francisco,sanfrancisco,CA,94102
CIVC,1,0,1,15,25,18,Antioch to SFIA/Millbrae,ANTC-SFIA,ROUTE 1,#FFFF33,YELLOW,Civic Center/UN Plaza,37.779732,-122.414123,1150 Market Street,San Francisco,sanfrancisco,CA,94102
CIVC,1,0,1,16,26,18,Antioch to SFIA/Millbrae,ANTC-SFIA,ROUTE 1,#FFFF33,YELLOW,Civic Center/UN Plaza,37.779732,-122.414123,1150 Market Street,San Francisco,sanfrancisco,CA,94102
CIVC,1,0,1,16,27,18,Antioch to SFIA/Millbrae,ANTC-SFIA,ROUTE 1,#FFFF33,YELLOW,Civic Center/UN Plaza,37.779732,-122.414123,1150 Market Street,San Francisco,sanfrancisco,CA,94102
CIVC,1,0,1,17,28,18,Antioch to SFIA/Millbrae,ANTC-SFIA,ROUTE 1,#FFFF33,YELLOW,Civic Center/UN Plaza,37.779732,-122.414123,1150 Market Street,San Francisco,sanfrancisco,CA,94102
CIVC,1,0,1,17,29,18,Antioch to SFIA/Millbrae,ANTC-SFIA,ROUTE 1,#FFFF33,YELLOW,Civic Center/UN Plaza,37.779732,-122.414123,1150 Market Street,San Francisco,sanfrancisco,CA,94102
CIVC,1,0,1,18,30,18,Antioch to SFIA/Millbrae,ANTC-SFIA,ROUTE 1,#FFFF33,YELLOW,Civic Center/UN Plaza,37.779732,-122.414123,1150 Market Street,San Francisco,sanfrancisco,CA,94102
CIVC,1,0,1,18,31,18,Antioch to SFIA/Millbrae,ANTC-SFIA,ROUTE 1,#FFFF33,YELLOW,Civic Center/UN Plaza,37.779732,-122.414123,1150 Market Street,San Francisco,sanfrancisco,CA,94102
CIVC,1,0,1,19,32,18,Antioch to SFIA/Millbrae,ANTC-SFIA,ROUTE 1,#FFFF33,YELLOW,Civic Center/UN Plaza,37.779732,-122.414123,1150 Market Street,San Francisco,sanfrancisco,CA,94102
CIVC,1,0,1,19,33,18,Antioch to SFIA/Millbrae,ANTC-SFIA,ROUTE 1,#FFFF33,YELLOW,Civic Center/UN Plaza,37.779732,-122.414123,1150 Market Street,San Francisco,sanfrancisco,CA,94102
CIVC,1,0,1,20,34,18,Antioch to SFIA/Millbrae,ANTC-SFIA,ROUTE 1,#FFFF33,YELLOW,Civic Center/UN Plaza,37.779732,-122.414123,1150 Market Street,San Francisco,sanfrancisco,CA,94102
CIVC,1,0,1,20,35,18,Antioch to SFIA/Millbrae,ANTC-SFIA,ROUTE 1,#FFFF33,YELLOW,Civic Center/UN Plaza,37.779732,-122.414123,1150 Market Street,San Francisco,sanfrancisco,CA,94102
CIVC,1,0,1,20,36,18,Antioch to SFIA/Millbrae,ANTC-SFIA,ROUTE 1,#FFFF33,YELLOW,Civic Center/UN Plaza,37.779732,-122.414123,1150 Market Street,San Francisco,sanfrancisco,CA,94102
CIVC,1,0,1,21,37,18,Antioch to SFIA/Millbrae,ANTC-SFIA,ROUTE 1,#FFFF33,YELLOW,Civic Center/UN Plaza,37.779732,-122.414123,1150 Market Street,San Francisco,sanfrancisco,CA,94102
CIVC,1,0,1,22,38,18,Antioch to SFIA/Millbrae,ANTC-SFIA,ROUTE 1,#FFFF33,YELLOW,Civic Center/UN Plaza,37.779732,-122.414123,1150 Market Street,San Francisco,sanfrancisco,CA,94102
CIVC,11,0,1,5,1,13,Dublin/Pleasanton to Daly City,DUBL-DALY,ROUTE 11,#0099CC,BLUE,Civic Center/UN Plaza,37.779732,-122.414123,1150 Market Street,San Francisco,sanfrancisco,CA,94102
CIVC,11,0,1,6,2,13,Dublin/Pleasanton to Daly City,DUBL-DALY,ROUTE 11,#0099CC,BLUE,Civic Center/UN Plaza,37.779732,-122.414123,1150 Market Street,San Francisco,sanfrancisco,CA,94102
CIVC,11,0,1,6,3,13,Dublin/Pleasanton to Daly City,DUBL-DALY,ROUTE 11,#0099CC,BLUE,Civic Center/UN Plaza,37.779732,-122.414123,1150 Market Street,San Francisco,sanfrancisco,CA,94102
CIVC,11,0,1,7,4,13,Dublin/Pleasanton to Daly City,DUBL-DALY,ROUTE 11,#0099CC,BLUE,Civic Center/UN Plaza,37.779732,-122.414123,1150 Market Street,San Francisco,sanfrancisco,CA,94102
CIVC,11,0,1,7,5,13,Dublin/Pleasanton to Daly City,DUBL-DALY,ROUTE 11,#0099CC,BLUE,Civic Center/UN Plaza,37.779732,-122.414123,1150 Market Street,San Francisco,sanfrancisco,CA,94102
CIVC,11,0,1,8,6,13,Dublin/Pleasanton to Daly City,DUBL-DALY,ROUTE 11,#0099CC,BLUE,Civic Center/UN Plaza,37.779732,-122.414123,1150 Market Street,San Francisco,sanfrancisco,CA,94102
CIVC,11,0,1,8,7,13,Dublin/Pleasanton to Daly City,DUBL-DALY,ROUTE 11,#0099CC,BLUE,Civic Center/UN Plaza,37.779732,-122.414123,1150 Market Street,San Francisco,sanfrancisco,CA,94102
CIVC,11,0,1,9,8,13,Dublin/Pleasanton to Daly City,DUBL-DALY,ROUTE 11,#0099CC,BLUE,Civic Center/UN Plaza,37.779732,-122.414123,1150 Market Street,San Francisco,sanfrancisco,CA,94102
CIVC,11,0,1,9,9,13,Dublin/Pleasanton to Daly City,DUBL-DALY,ROUTE 11,#0099CC,BLUE,Civic Center/UN Plaza,37.779732,-122.414123,1150 Market Street,San Francisco,sanfrancisco,CA,94102
CIVC,11,0,1,10,10,13,Dublin/Pleasanton to Daly City,DUBL-DALY,ROUTE 11,#0099CC,BLUE,Civic Center/UN Plaza,37.779732,-122.414123,1150 Market Street,San Francisco,sanfrancisco,CA,94102
CIVC,11,0,1,10,11,13,Dublin/Pleasanton to Daly City,DUBL-DALY,ROUTE 11,#0099CC,BLUE,Civic Center/UN Plaza,37.779732,-122.414123,1150 Market Street,San Francisco,sanfrancisco,CA,94102
CIVC,11,0,1,11,12,13,Dublin/Pleasanton to Daly City,DUBL-DALY,ROUTE 11,#0099CC,BLUE,Civic Center/UN Plaza,37.779732,-122.414123,1150 Market Street,San Francisco,sanfrancisco,CA,94102
CIVC,11,0,1,11,13,13,Dublin/Pleasanton to Daly City,DUBL-DALY,ROUTE 11,#0099CC,BLUE,Civic Center/UN Plaza,37.779732,-122.414123,1150 Market Street,San Francisco,sanfrancisco,CA,94102
CIVC,11,0,1,12,14,13,Dublin/Pleasanton to Daly City,DUBL-DALY,ROUTE 11,#0099CC,BLUE,Civic Center/UN Plaza,37.779732,-122.414123,1150 Market Street,San Francisco,sanfrancisco,CA,94102
CIVC,11,0,1,12,15,13,Dublin/Pleasanton to Daly City,DUBL-DALY,ROUTE 11,#0099CC,BLUE,Civic Center/UN Plaza,37.779732,-122.414123,1150 Market Street,San Francisco,sanfrancisco,CA,94102
CIVC,11,0,1,13,16,13,Dublin/Pleasanton to Daly City,DUBL-DALY,ROUTE 11,#0099CC,BLUE,Civic Center/UN Plaza,37.779732,-122.414123,1150 Market Street,San Francisco,sanfrancisco,CA,94102
CIVC,11,0,1,13,17,13,Dublin/Pleasanton to Daly City,DUBL-DALY,ROUTE 11,#0099CC,BLUE,Civic Center/UN Plaza,37.779732,-122.414123,1150 Market Street,San Francisco,sanfrancisco,CA,94102
CIVC,11,0,1,14,18,13,Dublin/Pleasanton to Daly City,DUBL-DALY,ROUTE 11,#0099CC,BLUE,Civic Center/UN Plaza,37.779732,-122.414123,1150 Market Street,San Francisco,sanfrancisco,CA,94102
CIVC,11,0,1,14,19,13,Dublin/Pleasanton to Daly City,DUBL-DALY,ROUTE 11,#0099CC,BLUE,Civic Center/UN Plaza,37.779732,-122.414123,1150 Market Street,San Francisco,sanfrancisco,CA,94102
CIVC,11,0,1,15,20,13,Dublin/Pleasanton to Daly City,DUBL-DALY,ROUTE 11,#0099CC,BLUE,Civic Center/UN Plaza,37.779732,-122.414123,1150 Market Street,San Francisco,sanfrancisco,CA,94102
CIVC,11,0,1,15,21,13,Dublin/Pleasanton to Daly City,DUBL-DALY,ROUTE 11,#0099CC,BLUE,Civic Center/UN Plaza,37.779732,-122.414123,1150 Market Street,San Francisco,sanfrancisco,CA,94102
CIVC,11,0,1,16,22,13,Dublin/Pleasanton to Daly City,DUBL-DALY,ROUTE 11,#0099CC,BLUE,Civic Center/UN Plaza,37.779732,-122.414123,1150 Market Street,San Francisco,sanfrancisco,CA,94102
CIVC,11,0,1,16,23,13,Dublin/Pleasanton to Daly City,DUBL-DALY,ROUTE 11,#0099CC,BLUE,Civic Center/UN Plaza,37.779732,-122.414123,1150 Market Street,San Francisco,sanfrancisco,CA,94102
CIVC,11,0,1,17,24,13,Dublin/Pleasanton to Daly City,DUBL-DALY,ROUTE 11,#0099CC,BLUE,Civic Center/UN Plaza,37.779732,-122.414123,1150 Market Street,San Francisco,sanfrancisco,CA,94102
CIVC,11,0,1,17,25,13,Dublin/Pleasanton to Daly City,DUBL-DALY,ROUTE 11,#0099CC,BLUE,Civic Center/UN Plaza,37.779732,-122.414123,1150 Market Street,San Francisco,sanfrancisco,CA,94102
CIVC,11,0,1,18,26,13,Dublin/Pleasanton to Daly City,DUBL-DALY,ROUTE 11,#0099CC,BLUE,Civic Center/UN Plaza,37.779732,-122.414123,1150 Market Street,San Francisco,sanfrancisco,CA,94102
CIVC,11,0,1,18,27,13,Dublin/Pleasanton to Daly City,DUBL-DALY,ROUTE 11,#0099CC,BLUE,Civic Center/UN Plaza,37.779732,-122.414123,1150 Market Street,San Francisco,sanfrancisco,CA,94102
CIVC,11,0,1,19,28,13,Dublin/Pleasanton to Daly City,DUBL-DALY,ROUTE 11,#0099CC,BLUE,Civic Center/UN Plaza,37.779732,-122.414123,1150 Market Street,San Francisco,sanfrancisco,CA,94102
CIVC,11,0,1,19,29,13,Dublin/Pleasanton to Daly City,DUBL-DALY,ROUTE 11,#0099CC,BLUE,Civic Center/UN Plaza,37.779732,-122.414123,1150 Market Street,San Francisco,sanfrancisco,CA,94102
CIVC,11,0,1,20,30,13,Dublin/Pleasanton to Daly City,DUBL-DALY,ROUTE 11,#0099CC,BLUE,Civic Center/UN Plaza,37.779732,-122.414123,1150 Market Street,San Francisco,sanfrancisco,CA,94102
CIVC,11,0,1,20,31,13,Dublin/Pleasanton to Daly City,DUBL-DALY,ROUTE 11,#0099CC,BLUE,Civic Center/UN Plaza,37.779732,-122.414123,1150 Market Street,San Francisco,sanfrancisco,CA,94102
CIVC,11,0,1,20,32,13,Dublin/Pleasanton to Daly City,DUBL-DALY,ROUTE 11,#0099CC,BLUE,Civic Center/UN Plaza,37.779732,-122.414123,1150 Market Street,San Francisco,sanfrancisco,CA,94102
CIVC,11,0,1,21,33,13,Dublin/Pleasanton to Daly City,DUBL-DALY,ROUTE 11,#0099CC,BLUE,Civic Center/UN Plaza,37.779732,-122.414123,1150 Market Street,San Francisco,sanfrancisco,CA,94102
CIVC,11,0,1,21,34,13,Dublin/Pleasanton to Daly City,DUBL-DALY,ROUTE 11,#0099CC,BLUE,Civic Center/UN Plaza,37.779732,-122.414123,1150 Market Street,San Francisco,sanfrancisco,CA,94102
CIVC,11,0,1,21,35,13,Dublin/Pleasanton to Daly City,DUBL-DALY,ROUTE 11,#0099CC,BLUE,Civic Center/UN Plaza,37.779732,-122.414123,1150 Market Street,San Francisco,sanfrancisco,CA,94102
CIVC,12,0,1,5,1,6,Daly City to Dublin/Pleasanton,DALY-DUBL,ROUTE 12,#0099CC,BLUE,Civic Center/UN Plaza,37.779732,-122.414123,1150 Market Street,San Francisco,sanfrancisco,CA,94102
CIVC,12,0,1,5,2,6,Daly City to Dublin/Pleasanton,DALY-DUBL,ROUTE 12,#0099CC,BLUE,Civic Center/UN Plaza,37.779732,-122.414123,1150 Market Street,San Francisco,sanfrancisco,CA,94102
CIVC,12,0,1,6,3,6,Daly City to Dublin/Pleasanton,DALY-DUBL,ROUTE 12,#0099CC,BLUE,Civic Center/UN Plaza,37.779732,-122.414123,1150 Market Street,San Francisco,sanfrancisco,CA,94102
CIVC,12,0,1,6,4,6,Daly City to Dublin/Pleasanton,DALY-DUBL,ROUTE 12,#0099CC,BLUE,Civic Center/UN Plaza,37.779732,-122.414123,1150 Market Street,San Francisco,sanfrancisco,CA,94102
CIVC,12,0,1,7,5,6,Daly City to Dublin/Pleasanton,DALY-DUBL,ROUTE 12,#0099CC,BLUE,Civic Center/UN Plaza,37.779732,-122.414123,1150 Market Street,San Francisco,sanfrancisco,CA,94102
CIVC,12,0,1,7,6,6,Daly City to Dublin/Pleasanton,DALY-DUBL,ROUTE 12,#0099CC,BLUE,Civic Center/UN Plaza,37.779732,-122.414123,1150 Market Street,San Francisco,sanfrancisco,CA,94102
CIVC,12,0,1,8,7,6,Daly City to Dublin/Pleasanton,DALY-DUBL,ROUTE 12,#0099CC,BLUE,Civic Center/UN Plaza,37.779732,-122.414123,1150 Market Street,San Francisco,sanfrancisco,CA,94102
CIVC,12,0,1,8,8,6,Daly City to Dublin/Pleasanton,DALY-DUBL,ROUTE 12,#0099CC,BLUE,Civic Center/UN Plaza,37.779732,-122.414123,1150 Market Street,San Francisco,sanfrancisco,CA,94102
CIVC,12,0,1,9,9,6,Daly City to Dublin/Pleasanton,DALY-DUBL,ROUTE 12,#0099CC,BLUE,Civic Center/UN Plaza,37.779732,-122.414123,1150 Market Street,San Francisco,sanfrancisco,CA,94102
CIVC,12,0,1,9,10,6,Daly City to Dublin/Pleasanton,DALY-DUBL,ROUTE 12,#0099CC,BLUE,Civic Center/UN Plaza,37.779732,-122.414123,1150 Market Street,San Francisco,sanfrancisco,CA,94102
CIVC,12,0,1,10,11,6,Daly City to Dublin/Pleasanton,DALY-DUBL,ROUTE 12,#0099CC,BLUE,Civic Center/UN Plaza,37.779732,-122.414123,1150 Market Street,San Francisco,sanfrancisco,CA,94102
CIVC,12,0,1,10,12,6,Daly City to Dublin/Pleasanton,DALY-DUBL,ROUTE 12,#0099CC,BLUE,Civic Center/UN Plaza,37.779732,-122.414123,1150 Market Street,San Francisco,sanfrancisco,CA,94102
CIVC,12,0,1,11,13,6,Daly City to Dublin/Pleasanton,DALY-DUBL,ROUTE 12,#0099CC,BLUE,Civic Center/UN Plaza,37.779732,-122.414123,1150 Market Street,San Francisco,sanfrancisco,CA,94102
CIVC,12,0,1,11,14,6,Daly City to Dublin/Pleasanton,DALY-DUBL,ROUTE 12,#0099CC,BLUE,Civic Center/UN Plaza,37.779732,-122.414123,1150 Market Street,San Francisco,sanfrancisco,CA,94102
CIVC,12,0,1,12,15,6,Daly City to Dublin/Pleasanton,DALY-DUBL,ROUTE 12,#0099CC,BLUE,Civic Center/UN Plaza,37.779732,-122.414123,1150 Market Street,San Francisco,sanfrancisco,CA,94102
CIVC,12,0,1,12,16,6,Daly City to Dublin/Pleasanton,DALY-DUBL,ROUTE 12,#0099CC,BLUE,Civic Center/UN Plaza,37.779732,-122.414123,1150 Market Street,San Francisco,sanfrancisco,CA,94102
CIVC,12,0,1,13,17,6,Daly City to Dublin/Pleasanton,DALY-DUBL,ROUTE 12,#0099CC,BLUE,Civic Center/UN Plaza,37.779732,-122.414123,1150 Market Street,San Francisco,sanfrancisco,CA,94102
CIVC,12,0,1,13,18,6,Daly City to Dublin/Pleasanton,DALY-DUBL,ROUTE 12,#0099CC,BLUE,Civic Center/UN Plaza,37.779732,-122.414123,1150 Market Street,San Francisco,sanfrancisco,CA,94102
CIVC,12,0,1,14,19,6,Daly City to Dublin/Pleasanton,DALY-DUBL,ROUTE 12,#0099CC,BLUE,Civic Center/UN Plaza,37.779732,-122.414123,1150 Market Street,San Francisco,sanfrancisco,CA,94102
CIVC,12,0,1,14,20,6,Daly City to Dublin/Pleasanton,DALY-DUBL,ROUTE 12,#0099CC,BLUE,Civic Center/UN Plaza,37.779732,-122.414123,1150 Market Street,San Francisco,sanfrancisco,CA,94102
CIVC,12,0,1,15,21,6,Daly City to Dublin/Pleasanton,DALY-DUBL,ROUTE 12,#0099CC,BLUE,Civic Center/UN Plaza,37.779732,-122.414123,1150 Market Street,San Francisco,sanfrancisco,CA,94102
CIVC,12,0,1,15,22,6,Daly City to Dublin/Pleasanton,DALY-DUBL,ROUTE 12,#0099CC,BLUE,Civic Center/UN Plaza,37.779732,-122.414123,1150 Market Street,San Francisco,sanfrancisco,CA,94102
CIVC,12,0,1,16,23,6,Daly City to Dublin/Pleasanton,DALY-DUBL,ROUTE 12,#0099CC,BLUE,Civic Center/UN Plaza,37.779732,-122.414123,1150 Market Street,San Francisco,sanfrancisco,CA,94102
CIVC,12,0,1,16,24,6,Daly City to Dublin/Pleasanton,DALY-DUBL,ROUTE 12,#0099CC,BLUE,Civic Center/UN Plaza,37.779732,-122.414123,1150 Market Street,San Francisco,sanfrancisco,CA,94102
CIVC,12,0,1,17,25,6,Daly City to Dublin/Pleasanton,DALY-DUBL,ROUTE 12,#0099CC,BLUE,Civic Center/UN Plaza,37.779732,-122.414123,1150 Market Street,San Francisco,sanfrancisco,CA,94102
CIVC,12,0,1,17,26,6,Daly City to Dublin/Pleasanton,DALY-DUBL,ROUTE 12,#0099CC,BLUE,Civic Center/UN Plaza,37.779732,-122.414123,1150 Market Street,San Francisco,sanfrancisco,CA,94102
CIVC,12,0,1,18,27,6,Daly City to Dublin/Pleasanton,DALY-DUBL,ROUTE 12,#0099CC,BLUE,Civic Center/UN Plaza,37.779732,-122.414123,1150 Market Street,San Francisco,sanfrancisco,CA,94102
CIVC,12,0,1,18,28,6,Daly City to Dublin/Pleasanton,DALY-DUBL,ROUTE 12,#0099CC,BLUE,Civic Center/UN Plaza,37.779732,-122.414123,1150 Market Street,San Francisco,sanfrancisco,CA,94102
CIVC,12,0,1,19,29,6,Daly City to Dublin/Pleasanton,DALY-DUBL,ROUTE 12,#0099CC,BLUE,Civic Center/UN Plaza,37.779732,-122.414123,1150 Market Street,San Francisco,sanfrancisco,CA,94102
CIVC,12,0,1,19,30,6,Daly City to Dublin/Pleasanton,DALY-DUBL,ROUTE 12,#0099CC,BLUE,Civic Center/UN Plaza,37.779732,-122.414123,1150 Market Street,San Francisco,sanfrancisco,CA,94102
CIVC,12,0,1,20,31,6,Daly City to Dublin/Pleasanton,DALY-DUBL,ROUTE 12,#0099CC,BLUE,Civic Center/UN Plaza,37.779732,-122.414123,1150 Market Street,San Francisco,sanfrancisco,CA,94102
CIVC,12,0,1,20,32,6,Daly City to Dublin/Pleasanton,DALY-DUBL,ROUTE 12,#0099CC,BLUE,Civic Center/UN Plaza,37.779732,-122.414123,1150 Market Street,San Francisco,sanfrancisco,CA,94102
CIVC,12,0,1,20,33,6,Daly City to Dublin/Pleasanton,DALY-DUBL,ROUTE 12,#0099CC,BLUE,Civic Center/UN Plaza,37.779732,-122.414123,1150 Market Street,San Francisco,sanfrancisco,CA,94102
CIVC,12,0,1,21,34,6,Daly City to Dublin/Pleasanton,DALY-DUBL,ROUTE 12,#0099CC,BLUE,Civic Center/UN Plaza,37.779732,-122.414123,1150 Market Street,San Francisco,sanfrancisco,CA,94102
CIVC,2,0,1,5,1,6,Millbrae/SFIA to Antioch,SFIA-ANTC,ROUTE 2,#FFFF33,YELLOW,Civic Center/UN Plaza,37.779732,-122.414123,1150 Market Street,San Francisco,sanfrancisco,CA,94102
CIVC,2,0,1,5,2,10,Millbrae/SFIA to Antioch,SFIA-ANTC,ROUTE 2,#FFFF33,YELLOW,Civic Center/UN Plaza,37.779732,-122.414123,1150 Market Street,San Francisco,sanfrancisco,CA,94102
CIVC,2,0,1,5,3,10,Millbrae/SFIA to Antioch,SFIA-ANTC,ROUTE 2,#FFFF33,YELLOW,Civic Center/UN Plaza,37.779732,-122.414123,1150 Market Street,San Francisco,sanfrancisco,CA,94102
CIVC,2,0,1,6,4,10,Millbrae/SFIA to Antioch,SFIA-ANTC,ROUTE 2,#FFFF33,YELLOW,Civic Center/UN Plaza,37.779732,-122.414123,1150 Market Street,San Francisco,sanfrancisco,CA,94102
CIVC,2,0,1,6,5,10,Millbrae/SFIA to Antioch,SFIA-ANTC,ROUTE 2,#FFFF33,YELLOW,Civic Center/UN Plaza,37.779732,-122.414123,1150 Market Street,San Francisco,sanfrancisco,CA,94102
CIVC,2,0,1,7,7,10,Millbrae/SFIA to Antioch,SFIA-ANTC,ROUTE 2,#FFFF33,YELLOW,Civic Center/UN Plaza,37.779732,-122.414123,1150 Market Street,San Francisco,sanfrancisco,CA,94102
CIVC,2,0,1,7,8,10,Millbrae/SFIA to Antioch,SFIA-ANTC,ROUTE 2,#FFFF33,YELLOW,Civic Center/UN Plaza,37.779732,-122.414123,1150 Market Street,San Francisco,sanfrancisco,CA,94102
CIVC,2,0,1,8,9,10,Millbrae/SFIA to Antioch,SFIA-ANTC,ROUTE 2,#FFFF33,YELLOW,Civic Center/UN Plaza,37.779732,-122.414123,1150 Market Street,San Francisco,sanfrancisco,CA,94102
CIVC,2,0,1,8,10,10,Millbrae/SFIA to Antioch,SFIA-ANTC,ROUTE 2,#FFFF33,YELLOW,Civic Center/UN Plaza,37.779732,-122.414123,1150 Market Street,San Francisco,sanfrancisco,CA,94102
CIVC,2,0,1,9,11,10,Millbrae/SFIA to Antioch,SFIA-ANTC,ROUTE 2,#FFFF33,YELLOW,Civic Center/UN Plaza,37.779732,-122.414123,1150 Market Street,San Francisco,sanfrancisco,CA,94102
CIVC,2,0,1,9,12,10,Millbrae/SFIA to Antioch,SFIA-ANTC,ROUTE 2,#FFFF33,YELLOW,Civic Center/UN Plaza,37.779732,-122.414123,1150 Market Street,San Francisco,sanfrancisco,CA,94102
CIVC,2,0,1,10,13,10,Millbrae/SFIA to Antioch,SFIA-ANTC,ROUTE 2,#FFFF33,YELLOW,Civic Center/UN Plaza,37.779732,-122.414123,1150 Market Street,San Francisco,sanfrancisco,CA,94102
CIVC,2,0,1,10,14,10,Millbrae/SFIA to Antioch,SFIA-ANTC,ROUTE 2,#FFFF33,YELLOW,Civic Center/UN Plaza,37.779732,-122.414123,1150 Market Street,San Francisco,sanfrancisco,CA,94102
